manager,package_name,snyk_link,security_score,affected_version,install_type,cve,cwe,fix_method,overview,update_date,package_type,ref_links,Attack Vector (AV),Attack Complexity (AC),Attack Requirements (AT),Privileges Required (PR),User Interaction (UI),Confidentiality (VC),Integrity (VI),Availability (VA),Confidentiality (SC),Integrity (SI),Availability (SA)
npm,babel-preset-sofi-scripts,https://security.snyk.io/vuln/SNYK-JS-BABELPRESETSOFISCRIPTS-7647392,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the babel-preset-sofi-scripts package.,"babel-preset-sofi-scripts is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/babel-preset-sofi-scripts,Network,Low,None,None,None,High,High,High,None,None,None
npm,alerts-mfe,https://security.snyk.io/vuln/SNYK-JS-ALERTSMFE-7647391,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the alerts-mfe package.,"alerts-mfe is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/alerts-mfe,Network,Low,None,None,None,High,High,High,None,None,None
npm,dk-verification,https://security.snyk.io/vuln/SNYK-JS-DKVERIFICATION-7647390,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the dk-verification package.,"dk-verification is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/dk-verification,Network,Low,None,None,None,High,High,High,None,None,None
npm,taap-bernie-plugin-pendo,https://security.snyk.io/vuln/SNYK-JS-TAAPBERNIEPLUGINPENDO-7647389,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the taap-bernie-plugin-pendo package.,"taap-bernie-plugin-pendo is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/taap-bernie-plugin-pendo,Network,Low,None,None,None,High,High,High,None,None,None
npm,customer-oauth2-token-management-utility,https://security.snyk.io/vuln/SNYK-JS-CUSTOMEROAUTH2TOKENMANAGEMENTUTILITY-7647388,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the customer-oauth2-token-management-utility package.,"customer-oauth2-token-management-utility is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/customer-oauth2-token-management-utility,Network,Low,None,None,None,High,High,High,None,None,None
npm,viewability-framework,https://security.snyk.io/vuln/SNYK-JS-VIEWABILITYFRAMEWORK-7647387,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the viewability-framework package.,"viewability-framework is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/viewability-framework,Network,Low,None,None,None,High,High,High,None,None,None
npm,dataminr-ui,https://security.snyk.io/vuln/SNYK-JS-DATAMINRUI-7647386,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the dataminr-ui package.,"dataminr-ui is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/dataminr-ui,Network,Low,None,None,None,High,High,High,None,None,None
npm,@cdc-internal/mkt-nav-footer,https://security.snyk.io/vuln/SNYK-JS-CDCINTERNALMKTNAVFOOTER-7647385,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @cdc-internal/mkt-nav-footer package.,"@cdc-internal/mkt-nav-footer is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@cdc-internal/mkt-nav-footer,Network,Low,None,None,None,High,High,High,None,None,None
npm,test12356666,https://security.snyk.io/vuln/SNYK-JS-TEST12356666-7647384,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the test12356666 package.,"test12356666 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/test12356666,Network,Low,None,None,None,High,High,High,None,None,None
npm,desttestdsfasdf,https://security.snyk.io/vuln/SNYK-JS-DESTTESTDSFASDF-7647383,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the desttestdsfasdf package.,"desttestdsfasdf is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/desttestdsfasdf,Network,Low,None,None,None,High,High,High,None,None,None
npm,syf-multi-account-dashboard,https://security.snyk.io/vuln/SNYK-JS-SYFMULTIACCOUNTDASHBOARD-7647382,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the syf-multi-account-dashboard package.,"syf-multi-account-dashboard is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/syf-multi-account-dashboard,Network,Low,None,None,None,High,High,High,None,None,None
npm,@egds-tools/types,https://security.snyk.io/vuln/SNYK-JS-EGDSTOOLSTYPES-7647381,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @egds-tools/types package.,"@egds-tools/types is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@egds-tools/types,Network,Low,None,None,None,High,High,High,None,None,None
npm,legacy-swc-helpers,https://security.snyk.io/vuln/SNYK-JS-LEGACYSWCHELPERS-7647380,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the legacy-swc-helpers package.,"legacy-swc-helpers is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/legacy-swc-helpers,Network,Low,None,None,None,High,High,High,None,None,None
pip,lr-utils-lib,https://security.snyk.io/vuln/SNYK-PYTHON-LRUTILSLIB-7572543,9.3,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the lr-utils-lib package.,"lr-utils-lib is a malicious package. The malware targets macOS systems only and attempts to steal Google Cloud Platform credentials by using a list of predefined hashes, and sending them to a remote server.",INTRODUCED: 28 JUL 2024,MALICIOUS,Checkmarx Blog: https://checkmarx.com/blog/malicious-python-package-targets-macos-developers-to-access-their-gcp-accounts/,Network,Low,None,None,None,High,High,High,None,None,None
pip,cipherbcrypt,https://security.snyk.io/vuln/SNYK-PYTHON-CIPHERBCRYPT-7537001,9.3,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the cipherbcrypt package.,cipherbcrypt is a malicious package. It was found to be exfiltrating sensitive data to an attacker-controlled server.,INTRODUCED: 13 JUL 2024,MALICIOUS,Pysec Advisory: https://github.com/pypa/advisory-database/tree/main/vulns/cipherbcrypt/PYSEC-2024-55.yaml,Network,Low,None,None,None,High,High,High,None,None,None
npm,coralui-support-angular,https://security.snyk.io/vuln/SNYK-JS-CORALUISUPPORTANGULAR-7647379,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the coralui-support-angular package.,"coralui-support-angular is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/coralui-support-angular,Network,Low,None,None,None,High,High,High,None,None,None
npm,bankrate-iconography1,https://security.snyk.io/vuln/SNYK-JS-BANKRATEICONOGRAPHY1-7647378,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bankrate-iconography1 package.,"bankrate-iconography1 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/bankrate-iconography1,Network,Low,None,None,None,High,High,High,None,None,None
npm,gutenberg-ui,https://security.snyk.io/vuln/SNYK-JS-GUTENBERGUI-7647377,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the gutenberg-ui package.,"gutenberg-ui is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/gutenberg-ui,Network,Low,None,None,None,High,High,High,None,None,None
npm,waffles-tokens,https://security.snyk.io/vuln/SNYK-JS-WAFFLESTOKENS-7647376,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the waffles-tokens package.,"waffles-tokens is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/waffles-tokens,Network,Low,None,None,None,High,High,High,None,None,None
npm,asdfasdfasdfsdfasfsd,https://security.snyk.io/vuln/SNYK-JS-ASDFASDFASDFSDFASFSD-7647375,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the asdfasdfasdfsdfasfsd package.,"asdfasdfasdfsdfasfsd is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/asdfasdfasdfsdfasfsd,Network,Low,None,None,None,High,High,High,None,None,None
npm,taap-package-rates,https://security.snyk.io/vuln/SNYK-JS-TAAPPACKAGERATES-7647374,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the taap-package-rates package.,"taap-package-rates is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/taap-package-rates,Network,Low,None,None,None,High,High,High,None,None,None
npm,frontend-static-props-provider,https://security.snyk.io/vuln/SNYK-JS-FRONTENDSTATICPROPSPROVIDER-7647373,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the frontend-static-props-provider package.,"frontend-static-props-provider is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/frontend-static-props-provider,Network,Low,None,None,None,High,High,High,None,None,None
npm,adsfasdfadsfasdfasdfasdfsd,https://security.snyk.io/vuln/SNYK-JS-ADSFASDFADSFASDFASDFASDFSD-7647372,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the adsfasdfadsfasdfasdfasdfsd package.,"adsfasdfadsfasdfasdfasdfsd is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/adsfasdfadsfasdfasdfasdfsd,Network,Low,None,None,None,High,High,High,None,None,None
npm,localization-configuration,https://security.snyk.io/vuln/SNYK-JS-LOCALIZATIONCONFIGURATION-7647371,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the localization-configuration package.,"localization-configuration is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/localization-configuration,Network,Low,None,None,None,High,High,High,None,None,None
npm,incisive_testing_stuffasdasdasd,https://security.snyk.io/vuln/SNYK-JS-INCISIVETESTINGSTUFFASDASDASD-7647370,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the incisive_testing_stuffasdasdasd package.,"incisive_testing_stuffasdasdasd is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/incisive_testing_stuffasdasdasd,Network,Low,None,None,None,High,High,High,None,None,None
npm,trips-pwa-localization,https://security.snyk.io/vuln/SNYK-JS-TRIPSPWALOCALIZATION-7647369,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the trips-pwa-localization package.,"trips-pwa-localization is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/trips-pwa-localization,Network,Low,None,None,None,High,High,High,None,None,None
npm,affirm-requests,https://security.snyk.io/vuln/SNYK-JS-AFFIRMREQUESTS-7647368,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the affirm-requests package.,"affirm-requests is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/affirm-requests,Network,Low,None,None,None,High,High,High,None,None,None
npm,dx-event-tracker,https://security.snyk.io/vuln/SNYK-JS-DXEVENTTRACKER-7647367,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the dx-event-tracker package.,"dx-event-tracker is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/dx-event-tracker,Network,Low,None,None,None,High,High,High,None,None,None
npm,@bybit-fe/bitd,https://security.snyk.io/vuln/SNYK-JS-BYBITFEBITD-7647366,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @bybit-fe/bitd package.,"@bybit-fe/bitd is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@bybit-fe/bitd,Network,Low,None,None,None,High,High,High,None,None,None
npm,ampersend-client,https://security.snyk.io/vuln/SNYK-JS-AMPERSENDCLIENT-7647365,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the ampersend-client package.,"ampersend-client is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/ampersend-client,Network,Low,None,None,None,High,High,High,None,None,None
npm,@wiz-common/icons,https://security.snyk.io/vuln/SNYK-JS-WIZCOMMONICONS-7647364,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @wiz-common/icons package.,"@wiz-common/icons is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@wiz-common/icons,Network,Low,None,None,None,High,High,High,None,None,None
npm,uitk-react-calendar,https://security.snyk.io/vuln/SNYK-JS-UITKREACTCALENDAR-7647363,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the uitk-react-calendar package.,"uitk-react-calendar is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/uitk-react-calendar,Network,Low,None,None,None,High,High,High,None,None,None
npm,bernie-plugin-affiliate-context,https://security.snyk.io/vuln/SNYK-JS-BERNIEPLUGINAFFILIATECONTEXT-7647362,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bernie-plugin-affiliate-context package.,"bernie-plugin-affiliate-context is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/bernie-plugin-affiliate-context,Network,Low,None,None,None,High,High,High,None,None,None
npm,new-relic-browser,https://security.snyk.io/vuln/SNYK-JS-NEWRELICBROWSER-7647361,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the new-relic-browser package.,"new-relic-browser is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/new-relic-browser,Network,Low,None,None,None,High,High,High,None,None,None
npm,wistia_namespace.js,https://security.snyk.io/vuln/SNYK-JS-WISTIANAMESPACEJS-7647360,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the wistia_namespace.js package.,"wistia_namespace.js is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/wistia_namespace.js,Network,Low,None,None,None,High,High,High,None,None,None
npm,@opera-gaming/gaming-web-common,https://security.snyk.io/vuln/SNYK-JS-OPERAGAMINGGAMINGWEBCOMMON-7647359,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @opera-gaming/gaming-web-common package.,"@opera-gaming/gaming-web-common is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@opera-gaming/gaming-web-common,Network,Low,None,None,None,High,High,High,None,None,None
npm,@transcarent/foundation,https://security.snyk.io/vuln/SNYK-JS-TRANSCARENTFOUNDATION-7647358,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @transcarent/foundation package.,"@transcarent/foundation is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@transcarent/foundation,Network,Low,None,None,None,High,High,High,None,None,None
npm,@ampol/design-system,https://security.snyk.io/vuln/SNYK-JS-AMPOLDESIGNSYSTEM-7647357,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @ampol/design-system package.,"@ampol/design-system is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@ampol/design-system,Network,Low,None,None,None,High,High,High,None,None,None
npm,free-bets-list,https://security.snyk.io/vuln/SNYK-JS-FREEBETSLIST-7647356,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the free-bets-list package.,"free-bets-list is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/free-bets-list,Network,Low,None,None,None,High,High,High,None,None,None
npm,interpolation.js,https://security.snyk.io/vuln/SNYK-JS-INTERPOLATIONJS-7647355,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the interpolation.js package.,"interpolation.js is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/interpolation.js,Network,Low,None,None,None,High,High,High,None,None,None
npm,@ads-placements-frontend/claim,https://security.snyk.io/vuln/SNYK-JS-ADSPLACEMENTSFRONTENDCLAIM-7647354,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @ads-placements-frontend/claim package.,"@ads-placements-frontend/claim is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@ads-placements-frontend/claim,Network,Low,None,None,None,High,High,High,None,None,None
npm,@nc-tools/namp-cms-content-provider,https://security.snyk.io/vuln/SNYK-JS-NCTOOLSNAMPCMSCONTENTPROVIDER-7647353,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @nc-tools/namp-cms-content-provider package.,"@nc-tools/namp-cms-content-provider is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@nc-tools/namp-cms-content-provider,Network,Low,None,None,None,High,High,High,None,None,None
npm,react-bs4,https://security.snyk.io/vuln/SNYK-JS-REACTBS4-7647352,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the react-bs4 package.,"react-bs4 is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/react-bs4,Network,Low,None,None,None,High,High,High,None,None,None
npm,onboarding-components,https://security.snyk.io/vuln/SNYK-JS-ONBOARDINGCOMPONENTS-7647351,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the onboarding-components package.,"onboarding-components is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/onboarding-components,Network,Low,None,None,None,High,High,High,None,None,None
npm,@fs-mco/error-translator,https://security.snyk.io/vuln/SNYK-JS-FSMCOERRORTRANSLATOR-7647350,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @fs-mco/error-translator package.,"@fs-mco/error-translator is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@fs-mco/error-translator,Network,Low,None,None,None,High,High,High,None,None,None
pip,requestn,https://security.snyk.io/vuln/SNYK-PYTHON-REQUESTN-7413662,9.3,"[0,]",pip,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the requestn package.,"requestn is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package's authorship.",INTRODUCED: 1 JUL 2024,MALICIOUS,,Network,Low,None,None,None,High,High,High,None,None,None
npm,@awesome-astra/integrations,https://security.snyk.io/vuln/SNYK-JS-AWESOMEASTRAINTEGRATIONS-7647349,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the @awesome-astra/integrations package.,"@awesome-astra/integrations is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 8 AUG 2024,MALICIOUS,NPM Security Placeholder: https://npmjs.com/package/@awesome-astra/integrations,Network,Low,None,None,None,High,High,High,None,None,None
npm,harthat-api,https://security.snyk.io/vuln/SNYK-JS-HARTHATAPI-7644386,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the harthat-api package.,harthat-api is a malicious package. This package contains malicious code that installs another malicious software from a C&C (C2) server.,INTRODUCED: 7 AUG 2024,MALICIOUS,Security Advisory: https://securitylabs.datadoghq.com/articles/stressed-pungsan-dprk-aligned-threat-actor-leverages-npm-for-initial-access/,Network,Low,None,None,None,High,High,High,None,None,None
npm,harthat-hash,https://security.snyk.io/vuln/SNYK-JS-HARTHATHASH-7644385,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the harthat-hash package.,harthat-hash is a malicious package. This package contains malicious code that installs another malicious software from a C&C (C2) server.,INTRODUCED: 7 AUG 2024,MALICIOUS,Security Advisory: https://securitylabs.datadoghq.com/articles/stressed-pungsan-dprk-aligned-threat-actor-leverages-npm-for-initial-access/,Network,Low,None,None,None,High,High,High,None,None,None
npm,bs58node,https://security.snyk.io/vuln/SNYK-JS-BS58NODE-7642824,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the bs58node package.,"bs58node is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 7 AUG 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-g3hx-64wf-fm77; NPM Security Placeholder: https://npmjs.com/package/bs58node,Network,Low,None,None,None,High,High,High,None,None,None
npm,mapbox-maps-android,https://security.snyk.io/vuln/SNYK-JS-MAPBOXMAPSANDROID-7642823,9.3,*,npm,CVE NOT AVAILABLE,CWE-506,Avoid using all malicious instances of the mapbox-maps-android package.,"mapbox-maps-android is a malicious package. This package contains malicious code, and its content was removed from the official package manager. While this package might be attempting to impersonate a valid organization, there is no connection between that organization and this package authorship.",INTRODUCED: 7 AUG 2024,MALICIOUS,GitHub Advisory: https://github.com/advisories/GHSA-9vh5-wq82-gprm; NPM Security Placeholder: https://npmjs.com/package/mapbox-maps-android,Network,Low,None,None,None,High,High,High,None,None,None
